Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Odometer_Reading,Service_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status
Truck,69343,1,6,Electric,Automatic,128563,10,10.8178749,Good,Worn Out,New
Motorcycle,62277,5,5,Diesel,Manual,73853,2,16.71785002,New,New,Weak
Car,47078,1,5,Diesel,Manual,111786,4,10.65117354,New,Worn Out,Weak
SUV,39676,4,8,Petrol,Automatic,136602,5,14.2131976,New,Worn Out,Weak
Bus,53720,0,9,Petrol,Manual,62066,3,14.99175843,New,Worn Out,Good
SUV,32396,2,5,Diesel,Manual,110778,10,19.10855667,Worn Out,Worn Out,Weak
Bus,54390,0,7,Diesel,Manual,11260,6,12.73482759,Good,Worn Out,Good
Truck,67311,4,3,Petrol,Automatic,110081,7,12.85806179,New,Worn Out,Weak
Van,76915,2,6,Petrol,Automatic,67983,2,18.30217934,Worn Out,Worn Out,Weak
Motorcycle,56044,4,5,Electric,Manual,25349,7,17.26245341,New,Worn Out,New
Car,64421,0,9,Electric,Manual,66744,4,17.97376609,Worn Out,Good,Weak
Van,54664,2,3,Electric,Automatic,72088,4,16.30466525,Good,Worn Out,Good
Van,43508,5,1,Petrol,Automatic,61682,1,10.54915027,Worn Out,New,Weak
Van,32228,3,5,Diesel,Automatic,12512,3,17.03373075,Worn Out,Worn Out,Good
Bus,67439,3,6,Petrol,Automatic,55293,6,16.83713915,Worn Out,Worn Out,Good
Truck,41618,3,9,Petrol,Manual,72303,1,12.08739308,New,Worn Out,New
Van,43150,1,9,Diesel,Manual,24873,5,16.35503841,New,Worn Out,New
Truck,34111,1,7,Electric,Automatic,140532,7,18.60819566,New,New,Good
Motorcycle,36641,4,3,Petrol,Manual,53146,7,15.22267545,New,Good,Weak
Car,48035,0,8,Diesel,Automatic,42110,3,12.03092072,Good,New,New
Car,59659,0,8,Diesel,Automatic,79000,3,13.51820551,New,New,New
Car,45762,5,5,Petrol,Manual,19911,5,13.96245474,Good,Good,New
Motorcycle,78732,1,6,Electric,Manual,115338,1,19.09341278,Good,New,Good
SUV,44021,0,6,Diesel,Automatic,146419,6,16.11654837,Worn Out,Worn Out,Good
Van,35315,5,10,Diesel,Manual,106695,5,17.82661028,Worn Out,Good,New
Car,74106,4,3,Electric,Manual,66078,6,15.61446789,Good,New,New
SUV,69457,1,4,Electric,Manual,144074,9,15.4968163,Worn Out,Worn Out,Good
Motorcycle,75508,0,1,Petrol,Automatic,127775,8,13.75395533,Worn Out,Worn Out,New
SUV,38773,0,1,Diesel,Automatic,61332,10,15.72449564,New,Good,Weak
Bus,54541,4,5,Petrol,Manual,53293,5,16.55925887,Worn Out,Good,Weak
SUV,79441,5,9,Diesel,Automatic,30453,8,14.56185305,Good,Worn Out,Good
Motorcycle,46868,5,6,Petrol,Manual,54268,3,15.00305095,Good,Good,New
Truck,44813,5,2,Electric,Manual,80173,1,11.85307783,Worn Out,Good,Weak
Car,41933,0,7,Petrol,Manual,126056,3,19.65066083,Good,Worn Out,New
Bus,33762,0,9,Petrol,Automatic,128954,4,11.64401314,Worn Out,Good,New
Car,78399,0,9,Petrol,Manual,139873,5,10.87974313,Worn Out,New,Good
Truck,52153,1,9,Electric,Manual,139222,5,17.87267438,Worn Out,Worn Out,Weak
Truck,48236,2,4,Petrol,Automatic,102468,6,19.60516669,Good,New,Weak
SUV,74796,2,8,Electric,Manual,51239,2,13.71937217,New,Good,New
Motorcycle,36644,1,5,Petrol,Automatic,62226,2,14.71974148,Good,New,Good
Van,55796,3,7,Electric,Manual,19180,9,18.14237661,Good,Good,New
Van,52499,2,2,Petrol,Automatic,41345,9,15.64878931,Good,New,Weak
Van,45394,1,2,Petrol,Manual,7689,9,19.6234866,Worn Out,Worn Out,Good
Truck,48661,1,5,Electric,Automatic,123353,7,13.51025404,New,Worn Out,Good
Car,51721,1,1,Diesel,Manual,146657,6,13.58425869,New,Good,New
Truck,67233,1,10,Diesel,Manual,80843,8,16.4266546,Worn Out,New,Weak
Bus,49143,4,6,Petrol,Automatic,15653,10,16.48138865,New,Worn Out,Good
Car,46932,1,3,Diesel,Automatic,53293,1,19.18563538,New,Good,New
Car,41314,4,8,Electric,Automatic,137176,1,15.86062252,Good,Worn Out,Good
SUV,56373,3,9,Petrol,Manual,14103,10,19.47120614,New,Good,Good
Truck,65461,3,6,Petrol,Manual,21934,10,10.74761933,New,Good,New
Motorcycle,77178,5,6,Diesel,Manual,138993,8,11.25445733,Worn Out,Good,Good
Truck,49056,3,4,Diesel,Automatic,81900,2,10.07433485,Good,New,Good
Bus,43594,3,4,Diesel,Automatic,97223,6,16.28026057,Good,Good,Weak
Motorcycle,46605,2,5,Petrol,Automatic,143950,2,16.17224521,Worn Out,Good,Good
SUV,59723,3,8,Petrol,Manual,66594,7,12.79176198,New,Worn Out,New
Motorcycle,69702,4,4,Petrol,Automatic,86429,3,10.58193573,Worn Out,New,New
Truck,47998,0,2,Petrol,Manual,7746,8,10.14336955,Worn Out,New,Weak
Truck,33481,3,3,Petrol,Manual,65519,7,17.93756268,Good,New,New
Van,46418,4,6,Petrol,Manual,68362,5,11.53313668,Good,Worn Out,Weak
Van,51366,0,9,Diesel,Automatic,109563,1,19.10625477,New,New,New
Motorcycle,69353,4,6,Electric,Manual,111996,3,19.16617463,Good,Worn Out,New
SUV,76095,5,9,Electric,Manual,45498,9,15.3980674,New,Good,New
Truck,76160,4,3,Electric,Automatic,63510,3,13.13526547,Good,Worn Out,Weak
Motorcycle,46070,1,5,Petrol,Manual,33984,1,10.00785071,Worn Out,New,Good
SUV,43259,4,3,Electric,Automatic,88535,8,11.05891618,New,Worn Out,Weak
Truck,33374,4,7,Electric,Automatic,149867,10,18.81385863,Good,New,Good
Motorcycle,53202,3,1,Diesel,Manual,139031,2,17.73087226,Good,Worn Out,Good
SUV,44160,0,1,Petrol,Manual,145567,3,16.74186211,Worn Out,Good,Weak
Car,66417,1,3,Diesel,Automatic,138535,7,15.72318821,New,Worn Out,Weak
Truck,37009,1,9,Petrol,Manual,118577,1,13.4222789,Worn Out,New,Good
Bus,74750,5,1,Petrol,Manual,65465,6,19.56221404,New,Worn Out,Good
Truck,42558,2,4,Electric,Automatic,118317,8,16.63388812,Worn Out,Good,Weak
Van,76970,3,5,Petrol,Manual,112493,8,15.7140207,Good,New,Weak
Van,77655,3,9,Diesel,Automatic,9886,4,16.39456764,Good,New,Weak
Bus,39406,4,8,Electric,Automatic,28469,8,18.37616136,New,New,Weak
Motorcycle,30636,0,1,Petrol,Manual,65275,8,13.16236742,New,Good,New
Van,58690,1,7,Electric,Automatic,138084,4,12.13774426,New,New,New
Truck,45243,5,5,Diesel,Manual,22913,1,15.15995451,New,Worn Out,New
Bus,70506,2,2,Electric,Manual,99244,1,11.51968825,New,Good,Good
Truck,75546,2,7,Diesel,Manual,44328,7,11.92208512,New,Good,Weak
Truck,68086,0,2,Electric,Manual,5923,10,18.29545575,Good,Worn Out,Good
SUV,37799,5,9,Electric,Manual,1794,10,15.50100541,New,Worn Out,Weak
SUV,42926,1,9,Electric,Automatic,88993,2,18.85629515,Good,Good,New
Bus,71409,3,3,Diesel,Automatic,87227,5,12.78348063,New,Worn Out,Weak
Truck,70611,0,10,Diesel,Automatic,64648,3,10.6648553,Worn Out,Good,Good
Truck,48577,3,4,Diesel,Automatic,130211,3,17.23276402,Worn Out,Worn Out,Good
Motorcycle,41564,2,6,Diesel,Automatic,28009,8,18.96502863,New,Worn Out,Good
Car,38265,5,10,Petrol,Manual,74266,10,18.66424633,Worn Out,New,Good
Motorcycle,61760,2,1,Electric,Manual,81881,6,15.92035637,Worn Out,New,Weak
SUV,32985,0,3,Petrol,Manual,143931,2,10.84069192,Worn Out,New,Good
Car,59385,5,5,Electric,Automatic,149444,1,13.35399347,New,Worn Out,New
Car,36149,5,4,Petrol,Manual,102137,6,11.01522649,New,Good,New
Bus,74846,0,10,Diesel,Automatic,40269,7,11.46012642,Worn Out,New,Weak
Bus,54418,1,2,Diesel,Automatic,113062,1,19.56140985,Worn Out,Good,Weak
Motorcycle,69438,3,10,Diesel,Manual,61602,6,18.51209296,Worn Out,Good,Good
Car,60072,5,10,Electric,Automatic,34228,5,15.07414929,New,Good,Weak
Bus,78309,1,7,Diesel,Automatic,135963,3,14.25602447,Worn Out,Good,New
Motorcycle,48355,2,6,Diesel,Automatic,39341,3,10.06677217,Good,Worn Out,New
Bus,77505,0,2,Diesel,Automatic,72110,4,18.04338499,Good,Good,Good
Truck,66772,1,8,Petrol,Automatic,138543,6,13.2760957,Good,New,Good
SUV,70196,0,9,Electric,Manual,6747,9,19.31430977,New,Worn Out,Weak
Bus,45340,4,9,Electric,Automatic,89729,2,17.12764724,New,Good,New
SUV,76671,3,5,Petrol,Manual,111900,1,15.50749174,New,Good,New
SUV,34041,4,1,Diesel,Automatic,119376,8,15.38228773,New,New,Good
Car,64587,5,8,Petrol,Automatic,101671,4,14.84088102,Good,Worn Out,Good
Truck,50318,4,3,Petrol,Manual,8665,6,14.77382841,New,New,New
Bus,50331,2,5,Electric,Automatic,96303,10,19.94546131,New,Good,Good
Van,60930,2,6,Diesel,Manual,127746,10,13.44998829,New,New,Weak
SUV,72038,3,9,Petrol,Manual,79610,3,18.08300257,Good,Worn Out,Good
SUV,45375,0,9,Petrol,Automatic,21782,5,19.58623837,Good,Worn Out,New
SUV,30286,2,9,Diesel,Automatic,49061,9,14.6030898,Good,New,Weak
Van,51505,3,10,Diesel,Automatic,114142,3,17.4430597,New,New,Weak
Bus,35339,2,5,Electric,Automatic,31503,8,19.38215585,Worn Out,New,Good
Truck,36590,4,7,Electric,Manual,105946,1,13.48681406,Good,Worn Out,Good
Car,62753,2,2,Electric,Automatic,122808,10,10.83464015,Good,Good,New
Motorcycle,70702,2,8,Electric,Manual,121919,10,19.79195281,New,New,Good
Car,51054,5,3,Petrol,Manual,60541,10,18.62716193,New,Worn Out,Good
Truck,57961,3,6,Electric,Manual,145042,2,13.30518581,New,New,Good
SUV,46877,1,6,Diesel,Automatic,122453,4,17.39792459,New,Good,New
Truck,35146,2,3,Petrol,Automatic,29638,3,19.84116836,Good,New,Good
Motorcycle,64011,2,8,Petrol,Manual,85680,2,19.73327844,Good,Worn Out,Good
Motorcycle,69592,5,6,Diesel,Automatic,98430,9,17.44111249,Good,Good,Weak
Van,35007,2,9,Petrol,Manual,35473,2,16.10463156,Worn Out,New,Weak
SUV,33701,4,1,Electric,Automatic,67438,3,15.9733995,Worn Out,Worn Out,New
SUV,58538,4,6,Diesel,Automatic,104681,10,19.90184876,Worn Out,New,Good
Motorcycle,75879,3,8,Petrol,Automatic,122532,5,10.73114049,New,New,Good
Car,75894,4,9,Petrol,Automatic,95540,7,17.56519676,Worn Out,New,New
Bus,39678,0,8,Petrol,Automatic,104853,4,15.94398495,New,New,New
Van,68508,4,9,Diesel,Manual,10487,7,17.28140445,New,New,Good
Truck,54137,2,1,Diesel,Manual,5093,3,19.69105515,Worn Out,Worn Out,Weak
Bus,39474,5,2,Petrol,Manual,95509,1,10.34796214,Good,New,Good
SUV,32702,0,5,Diesel,Automatic,11906,7,18.9983461,Good,Worn Out,Weak
Bus,39431,0,4,Petrol,Automatic,63805,8,19.26678499,Good,Good,New
Motorcycle,70649,1,5,Electric,Automatic,104798,5,15.9730874,Good,Good,Good
Truck,53125,4,5,Diesel,Manual,18804,10,18.77769127,New,Good,New
Bus,60425,4,1,Petrol,Manual,22688,9,13.74010096,Worn Out,New,Weak
Truck,74358,1,6,Petrol,Manual,48555,9,10.04225547,Good,New,New
Motorcycle,54276,1,6,Diesel,Automatic,118914,4,19.74281219,Worn Out,Worn Out,New
SUV,38030,1,5,Diesel,Automatic,134960,5,13.73579511,Good,Worn Out,Good
Motorcycle,37074,3,5,Petrol,Manual,37584,5,16.57759365,New,Good,Good
Motorcycle,45963,1,3,Petrol,Manual,148422,3,14.87433449,Good,Worn Out,Good
Truck,48845,4,1,Electric,Automatic,20050,6,11.21776287,New,Good,New
Van,35590,4,3,Diesel,Manual,25535,7,10.09232856,Worn Out,Worn Out,Good
Car,70345,2,7,Diesel,Automatic,24000,3,11.2114605,Worn Out,New,Good
Car,67609,4,1,Diesel,Automatic,66931,8,15.68723491,New,Good,New
Van,47634,0,7,Electric,Automatic,119110,9,13.75614102,New,Good,Weak
Motorcycle,77470,4,3,Electric,Automatic,138182,4,15.92817989,New,New,Good
Bus,77081,3,5,Petrol,Automatic,140627,5,13.21352946,New,Worn Out,New
Car,64356,3,8,Electric,Automatic,125512,1,10.62698962,New,Good,New
Motorcycle,66545,3,9,Electric,Automatic,75833,5,19.89543151,Worn Out,Good,Weak
Car,47248,5,9,Petrol,Manual,110709,4,12.5704874,New,Good,Weak
Bus,61941,0,5,Electric,Manual,103125,9,10.97696683,New,Good,Good
Van,49400,4,10,Electric,Manual,61434,1,15.46144744,Good,New,New
Motorcycle,41396,4,7,Electric,Manual,72989,3,13.08037064,Worn Out,Worn Out,Good
Van,49248,2,10,Diesel,Automatic,71636,5,12.85299291,Worn Out,New,Good
Car,60205,5,4,Electric,Automatic,136294,6,16.27173008,Worn Out,Worn Out,Good
Truck,50433,0,8,Petrol,Manual,6020,3,19.10401106,New,New,Weak
Motorcycle,47366,2,6,Electric,Automatic,145256,7,12.66862839,New,Good,Good
Truck,68569,5,8,Diesel,Automatic,90623,9,10.11063937,Worn Out,Worn Out,New
Truck,67965,1,3,Diesel,Manual,131079,4,12.86258451,New,Worn Out,Weak
Truck,54139,5,8,Petrol,Manual,104959,6,14.0908448,Worn Out,New,Good
Bus,70105,5,8,Electric,Automatic,11177,5,19.22081482,Worn Out,Worn Out,New
SUV,64377,1,3,Petrol,Automatic,108729,8,11.64403431,Good,New,Weak
Bus,72149,4,7,Electric,Automatic,37093,9,14.94660433,Worn Out,Good,Weak
SUV,50502,1,1,Petrol,Manual,126421,4,15.57648134,New,Worn Out,New
Car,68327,1,9,Electric,Manual,127579,8,12.32032735,New,Good,Weak
Car,79472,4,2,Electric,Manual,146836,2,11.21586063,Good,New,New
Bus,60743,4,8,Diesel,Automatic,2042,7,12.96251048,New,Good,Good
SUV,76897,4,7,Petrol,Automatic,56105,1,15.29687384,Good,New,Good
Car,70259,4,1,Petrol,Automatic,58673,9,19.27874042,Worn Out,Worn Out,New
SUV,44624,2,6,Petrol,Manual,11004,2,10.32916813,New,Worn Out,Weak
Bus,35973,5,2,Petrol,Automatic,26711,8,10.20170233,New,Good,Weak
SUV,67911,4,2,Petrol,Automatic,46414,9,13.2257009,Good,Worn Out,Weak
Truck,73886,0,7,Petrol,Manual,123540,1,19.64025205,New,Worn Out,Good
Van,34570,3,7,Petrol,Manual,7016,4,13.48399135,Worn Out,New,Weak
Van,39206,4,3,Electric,Automatic,53548,10,19.13627049,New,New,Weak
Car,40461,1,9,Electric,Automatic,51720,6,17.6655203,New,New,Weak
Van,40759,0,7,Electric,Manual,81461,10,16.16636141,Worn Out,Worn Out,Weak
SUV,48748,4,5,Electric,Automatic,74721,9,16.67158937,Worn Out,Good,Weak
Car,40610,1,1,Electric,Automatic,105420,10,17.61084598,New,Good,Weak
SUV,70637,1,4,Electric,Automatic,109524,6,16.10290942,New,Good,Weak
SUV,42040,0,5,Diesel,Automatic,124697,3,10.01399092,Good,Worn Out,Weak
Motorcycle,41500,4,6,Diesel,Manual,5454,7,16.91179351,Worn Out,Worn Out,New
Car,42142,5,5,Diesel,Automatic,15685,10,14.53707742,Worn Out,Good,Weak
Truck,66328,4,9,Electric,Automatic,45816,7,19.77014389,New,Good,New
Motorcycle,61868,5,5,Electric,Manual,18543,6,14.69240849,Worn Out,New,Good
Motorcycle,63971,3,8,Electric,Manual,46052,4,18.92415816,Worn Out,Good,Good
Van,49754,1,6,Petrol,Manual,65280,6,14.49476596,Worn Out,New,New
Car,32058,0,6,Diesel,Automatic,25685,10,17.16500093,Good,Worn Out,New
Truck,32668,3,4,Electric,Manual,61746,3,12.38446275,New,New,Weak
Van,71642,1,1,Electric,Manual,61421,8,16.69142172,Good,Worn Out,Weak
Bus,75074,0,10,Electric,Manual,101382,6,13.86045602,Good,Worn Out,New
Car,33484,1,7,Electric,Automatic,101302,2,16.06561124,New,Good,New
Van,39700,3,5,Diesel,Manual,49923,1,11.28848801,Good,Good,Good
Van,44539,1,10,Petrol,Automatic,65833,1,16.07381984,Worn Out,Worn Out,Good
Bus,60320,4,9,Electric,Automatic,128069,2,19.23261368,Worn Out,Good,New
Car,65861,4,8,Diesel,Automatic,49438,5,17.35877313,New,Good,New
Motorcycle,56923,1,2,Petrol,Automatic,118621,3,12.91856736,New,Good,New
Car,70201,3,6,Petrol,Manual,19676,8,19.75481345,Good,New,Good
Motorcycle,61731,0,10,Diesel,Manual,133755,1,18.7431385,Worn Out,Worn Out,New
Car,32982,0,6,Petrol,Automatic,38964,2,12.53041876,Worn Out,Good,Good
Car,46536,4,6,Diesel,Manual,63768,6,14.84657049,Good,New,Weak
Motorcycle,72813,5,9,Diesel,Manual,144133,6,14.91505083,New,New,Weak
Car,57628,4,4,Petrol,Automatic,96810,9,18.85052502,New,Good,New
Van,53425,1,5,Electric,Manual,122705,10,12.04144747,Good,Good,New
Car,30666,0,10,Diesel,Manual,58140,10,14.05789512,New,New,New
Truck,52124,1,1,Petrol,Manual,33348,2,19.85563555,Good,Worn Out,Good
Car,52061,0,2,Diesel,Automatic,98467,10,11.88660319,New,New,Good
Truck,68771,2,4,Diesel,Automatic,136191,2,11.06719908,Worn Out,New,Weak
Van,53664,5,8,Petrol,Manual,4949,3,18.79592613,Worn Out,Good,Good
Van,42350,5,6,Electric,Manual,20501,3,12.54747771,Worn Out,Good,Good
Van,54624,1,4,Diesel,Manual,60473,5,11.92480992,Worn Out,Good,New
Motorcycle,70515,2,1,Diesel,Manual,141174,3,10.00880566,Worn Out,New,Weak
Car,36817,4,3,Petrol,Manual,7421,4,10.82948457,New,Worn Out,New
SUV,41080,3,3,Diesel,Manual,65124,3,14.8107388,Worn Out,Good,New
Van,51908,0,2,Diesel,Manual,135975,6,16.68144488,New,Worn Out,Good
Car,63226,4,2,Petrol,Manual,128782,1,12.53169505,Worn Out,Worn Out,Good
Van,49441,3,6,Petrol,Manual,40152,4,18.38569361,Worn Out,Good,New
Car,55565,4,5,Electric,Automatic,75399,5,18.11046898,New,New,Good
Truck,54733,5,1,Diesel,Manual,128972,9,10.06644439,Worn Out,New,Weak
Motorcycle,42809,1,9,Petrol,Manual,111959,5,12.13299847,New,Worn Out,Good
Truck,64522,2,10,Electric,Manual,93431,6,11.73953295,Good,New,Good
Van,61637,5,3,Petrol,Manual,139453,6,16.56831451,New,New,New
Bus,37015,2,2,Electric,Automatic,62507,10,17.49893845,New,New,New
Car,79295,0,3,Diesel,Automatic,8430,7,14.34128487,Good,Worn Out,Good
Truck,35877,5,6,Electric,Manual,25349,10,10.85811796,New,New,Weak
Van,51709,3,6,Petrol,Manual,5416,9,11.00739028,New,New,New
Bus,67116,0,8,Diesel,Automatic,99059,10,11.04140728,New,Good,New
Bus,46347,0,5,Diesel,Automatic,127668,5,15.45864604,Worn Out,New,Good
Truck,51466,3,2,Petrol,Manual,107857,4,16.38135754,Good,New,Weak
Truck,49690,0,1,Electric,Manual,47775,5,10.74513105,Worn Out,Good,New
Motorcycle,68123,1,9,Electric,Manual,100278,8,13.31405166,Worn Out,Good,Good
Motorcycle,45012,5,9,Diesel,Manual,34993,2,18.55337614,Worn Out,Worn Out,New
Truck,69412,1,1,Electric,Manual,22339,8,15.34466547,New,Good,New
SUV,58701,1,9,Electric,Manual,54315,1,14.95131231,Worn Out,New,Weak
Van,67881,5,3,Petrol,Automatic,78558,5,18.45028212,Good,New,Good
Bus,58157,3,4,Electric,Manual,12156,4,14.9734137,Good,Good,New
Bus,45430,3,9,Petrol,Automatic,75566,4,17.96842722,Worn Out,Good,New
Truck,59297,5,6,Electric,Automatic,84784,3,16.44366658,Worn Out,New,Good
Motorcycle,38178,2,6,Diesel,Automatic,146954,6,13.38641924,Worn Out,Worn Out,New
Car,30006,1,7,Petrol,Automatic,109733,7,16.73216084,New,New,Weak
Motorcycle,46963,3,1,Diesel,Automatic,81673,7,16.45881128,New,Good,Weak
Motorcycle,62292,1,1,Petrol,Manual,37715,2,17.46627912,Good,Good,Weak
Van,60671,5,9,Petrol,Automatic,30313,4,17.84423422,Worn Out,Worn Out,Good
Truck,37547,1,3,Electric,Automatic,21038,6,10.06239575,Good,New,Weak
Car,68061,5,6,Petrol,Automatic,90451,2,12.78932634,Good,New,Weak
SUV,74232,3,9,Electric,Automatic,62525,3,18.7917161,Worn Out,Worn Out,Weak
Car,46394,4,9,Diesel,Manual,6396,1,12.29780225,New,Worn Out,Good
Bus,37737,1,10,Diesel,Manual,77193,8,13.00804101,New,New,New
Bus,62039,4,8,Petrol,Automatic,77612,2,13.89204382,Worn Out,Worn Out,Weak
Car,61431,0,7,Diesel,Manual,56169,4,13.59665287,New,Good,Good
Truck,57259,2,7,Diesel,Manual,99470,10,13.44224292,Worn Out,New,Good
Van,75520,2,1,Electric,Manual,41992,7,19.02257647,Good,New,Weak
SUV,43329,1,3,Petrol,Automatic,79326,3,10.09084015,Good,New,Weak
SUV,68825,2,9,Petrol,Automatic,17585,6,17.57862751,Worn Out,Worn Out,Good
Truck,72007,0,2,Electric,Manual,88517,7,12.75717247,Worn Out,New,New
SUV,52537,0,9,Electric,Automatic,111119,6,15.40732006,New,Good,Weak
Truck,41627,3,6,Diesel,Automatic,87624,1,17.83760725,Worn Out,New,Good
Bus,69766,1,5,Petrol,Automatic,92590,4,16.73895748,New,Worn Out,Good
SUV,68361,3,3,Electric,Manual,60567,6,16.17397166,Good,Worn Out,Good
Bus,34410,1,4,Electric,Automatic,137995,9,17.14160349,Worn Out,Good,New
Truck,76882,4,8,Petrol,Automatic,144545,5,16.21940183,Good,Worn Out,Good
SUV,59726,2,3,Electric,Manual,135363,5,15.79269746,Good,Good,Good
Van,34416,2,10,Petrol,Automatic,29885,6,11.1907237,Good,New,Weak
SUV,38137,2,3,Petrol,Automatic,90757,8,17.62284457,New,Worn Out,Good
SUV,58945,4,10,Electric,Manual,58877,5,17.83921008,New,New,New
SUV,74159,0,4,Diesel,Automatic,52733,9,14.4731649,Good,Good,Weak
SUV,71197,1,8,Diesel,Manual,78149,4,16.3680406,Good,New,Good
Car,47272,1,8,Diesel,Automatic,14759,8,16.68283702,New,Worn Out,Good
Truck,78924,4,7,Diesel,Automatic,104109,9,15.97562626,New,Worn Out,New
SUV,47912,0,5,Diesel,Manual,113781,3,18.35685387,New,Worn Out,New
Van,49034,1,3,Electric,Manual,114610,6,16.69881326,New,Good,New
Van,48068,2,4,Petrol,Manual,106277,4,16.92288334,Good,Worn Out,Weak
Motorcycle,57052,4,10,Electric,Automatic,105087,3,12.98447994,Worn Out,Worn Out,New
Motorcycle,49663,1,7,Petrol,Automatic,32792,9,10.27985408,Good,New,New
Van,44886,1,3,Electric,Manual,127159,7,17.27638433,Good,Good,New
Car,72488,0,5,Diesel,Manual,148943,3,17.24966189,Good,Worn Out,Weak
Motorcycle,78639,4,5,Petrol,Manual,144625,8,12.6479569,Good,Worn Out,Weak
Bus,77911,3,3,Diesel,Manual,108985,5,11.84599892,Worn Out,Good,New
Car,48438,0,5,Electric,Automatic,35726,2,15.76995946,Worn Out,Worn Out,Weak
Car,67068,4,5,Diesel,Manual,87847,8,18.22905695,New,Good,New
Truck,77744,0,3,Electric,Manual,6963,3,19.67545189,New,Good,Good
Car,55287,2,6,Petrol,Automatic,54575,6,13.91234789,Worn Out,Good,Weak
Car,38516,0,2,Diesel,Manual,147707,6,16.83707296,Good,Good,Good
Truck,72787,1,5,Diesel,Manual,25674,4,15.55882989,New,New,Good
Bus,39225,4,6,Diesel,Automatic,38777,3,19.02012778,New,Worn Out,Weak
Bus,73956,3,3,Diesel,Automatic,35033,9,11.14611901,New,Good,Good
Van,55120,3,7,Diesel,Manual,110720,10,10.26366267,Good,New,Good
Van,76182,4,2,Diesel,Manual,37997,8,13.29944157,Worn Out,Worn Out,Good
SUV,35454,1,9,Electric,Manual,103923,9,13.2106813,New,New,Good
Truck,36126,5,5,Diesel,Manual,131872,8,19.03952725,New,New,New
Motorcycle,42311,0,4,Petrol,Manual,28606,9,14.37194539,New,New,Good
Bus,44058,4,5,Diesel,Manual,136290,7,18.80143131,Worn Out,Worn Out,Weak
Van,55656,4,1,Electric,Automatic,71559,7,11.00357596,New,Good,Weak
Van,70344,4,1,Diesel,Manual,85337,7,11.26386027,New,New,Good
Truck,52708,3,2,Electric,Manual,7083,10,14.97390989,Good,Good,Good
Bus,38587,4,6,Petrol,Manual,19125,6,15.87342464,Good,Good,Good
Truck,53490,5,10,Electric,Manual,59703,10,15.77215765,Good,New,Good
Bus,59657,0,4,Diesel,Automatic,104805,3,18.2945486,Worn Out,Good,Weak
Motorcycle,34929,0,5,Petrol,Manual,83389,1,13.97057015,Good,Worn Out,Weak
Bus,73252,3,1,Diesel,Manual,137614,3,13.51250536,Good,New,New
SUV,46197,3,2,Electric,Manual,94022,10,16.92847021,New,Worn Out,Good
Truck,42312,3,2,Electric,Manual,23220,8,10.61183809,Worn Out,Worn Out,Weak
Bus,57113,5,6,Diesel,Automatic,6959,3,11.05953089,Worn Out,Good,Weak
Truck,74077,1,10,Diesel,Automatic,110832,6,18.41265733,Good,Good,New
Bus,71926,0,8,Diesel,Automatic,70627,7,11.92015566,New,Good,Weak
SUV,73118,1,8,Electric,Automatic,51797,1,16.45391462,Good,New,Weak
Motorcycle,55280,2,9,Petrol,Automatic,112734,3,15.5279359,Good,Good,Good
SUV,79328,5,7,Diesel,Manual,106057,10,13.95591419,New,New,Weak
SUV,35825,2,9,Electric,Manual,111916,7,18.1336017,New,New,New
Car,57668,5,1,Diesel,Manual,136281,4,14.04974803,Worn Out,New,Weak
SUV,45325,5,7,Electric,Automatic,44454,3,15.00949487,New,New,New
Van,37787,2,6,Diesel,Automatic,53238,9,11.69481783,Worn Out,Worn Out,Good
SUV,75202,2,2,Diesel,Manual,92172,7,11.06784883,Good,Good,Weak
